particle,length
5046,0.0846973
5047,0.0242288
5048,0.0251548
5049,0.0566789
5050,0.0175696
5051,0.0248956
5052,0.104566
5053,0.0649884
5054,0.0155588
5055,0.0145324
5056,0.0145463
5057,0.025546
5058,0.0651283
5059,0.0257159
5060,0.0146491
5061,0.0211254
5062,0.014516
5063,0.269585
5064,0.0619018
5065,0.715959
5066,0.0152426
5067,0.0159189
5068,0.14902
5069,0.025038
5070,0.0246431
5071,0.0686671
5072,0.0246708
5073,0.0597028
5074,0.0556457
5075,0.491832
5076,0.0261631
5077,0.0267434
5078,0.0173069
5079,0.0147394
5080,0.104106
5081,0.102107
5082,0.0146592
5083,0.0567367
5084,0.0638115
5085,0.0262491
5086,0.0161479
5087,0.0160484
5088,0.099016
5089,0.0181637
5090,0.0160979
5091,0.015046
5092,0.838808
5093,0.0264308
5094,0.104463
5095,0.0573256
5096,0.0171581
5097,0.387849
5098,0.0259966
5099,0.055447
5100,0.0189564
5101,0.0148937
5102,0.114227
5103,0.105331
5104,0.0149316
5105,0.0152351
5106,0.0158553
5107,0.778302
5108,0.0567578
5109,0.0162571
5110,0.0258269
5111,0.0145512
5112,0.0736792
5113,0.0918695
5114,0.0257764
5115,0.242191
5116,0.835111
5117,0.0152091
5118,0.015881
5119,0.0158115
5120,0.155345
5121,0.817183
5122,0.867622
5123,0.0776254
5124,0.0161257
5125,0.0162555
5126,0.0292521
5127,0.072821
5128,0.0264836
5129,0.304812
5130,0.0561353
5131,0.0155251
5132,0.0178344
5133,0.148502
5134,0.0258106
5135,0.228561
5136,0.450249
5137,0.11918
5138,0.056975
5139,0.0587675
5140,0.0148459
5141,0.113907
5142,0.0155709
5143,0.0253719
5144,0.0598798
5145,0.104014
5146,0.0642499
5147,0.0166166
5148,0.014984
5149,0.066869
5150,0.0150109
5151,0.0156083
5152,0.0272219
5153,0.0569822
5154,0.0549236
5155,0.0660605
5156,0.0565162
5157,0.0561331
5158,0.0548398
5159,0.0146881
5160,0.0247396
5161,0.0145066
5162,0.0205066
5163,0.0220543
5164,0.0578155
5165,0.304885
5166,0.0266107
5167,0.112011
5168,0.0250391
5169,0.0147565
5170,0.0153131
5171,0.16507
5172,0.0175683
5173,0.10174
5174,0.0275795
5175,0.0150298
5176,0.0155323
5177,0.0976075
5178,0.014916
5179,0.0582962
5180,0.0144954
5181,0.104071
5182,0.026148
5183,0.015543
5184,0.0229103
5185,0.0146807
5186,0.10497
5187,0.25223
5188,0.0662508
5189,0.0258663
5190,0.0751688
5191,0.017462
5192,0.0152562
5193,0.100469
5194,0.136092
5195,0.0149403
5196,0.101788
5197,0.346304
5198,0.0162667
5199,0.0647033
5200,0.0163608
5201,0.0155868
5202,0.129596
5203,0.0149534
5204,0.0218611
5205,0.02519
5206,0.0156278
5207,0.100543
5208,0.0145663
5209,0.0153676
5210,0.0183805
5211,0.300179
5212,0.0154126
5213,0.201941
5214,0.0785704
5215,0.0698871
5216,0.208589
5217,0.0165759
5218,0.0688683
5219,0.0144976
5220,0.0203079
5221,0.02388
5222,0.0260133
5223,0.015651
5224,0.0578326
5225,0.0145573
5226,0.0597205
5227,0.056854
5228,0.0145624
5229,0.0258316
5230,0.0162921
5231,0.194766
5232,0.0602474
5233,0.0567193
5234,0.0172687
5235,0.0684456
5236,0.167524
5237,0.0157703
5238,0.0244722
5239,0.109948
5240,0.0192595
5241,0.0251386
5242,0.0555068
5243,0.0147373
5244,0.0145414
5245,0.876565
5246,0.19827
5247,0.0163318
5248,0.0240326
5249,0.0267515
5250,0.132548
5251,0.0253002
5252,0.100523
5253,0.0242532
5254,0.788498
5255,0.058427
5256,0.0144914
5257,0.0247676
5258,0.0241501
5259,0.138182
5260,0.0145241
5261,0.0146284
5262,0.122807
5263,0.0187104
5264,0.0644166
5265,0.0576315
5266,0.0292997
5267,0.0144804
5268,0.0660951
5269,0.106059
5270,0.0145344
5271,0.0254824
5272,0.0250955
5273,0.104634
5274,0.0571072
5275,0.0167111
5276,0.0557354
5277,0.0151442
5278,0.0571169
5279,0.0673452
5280,0.0145441
5281,0.0152956
5282,0.120324
5283,0.0170315
5284,0.056082
5285,0.0158695
5286,0.0720975
5287,0.0604552
5288,0.846489
5289,0.0155883
5290,0.0270731
5291,0.0157653
5292,0.0148551
5293,0.784757
5294,0.117185
5295,0.0714816
5296,0.0265003
5297,0.0190781
5298,0.0151431
5299,0.0149383
5300,0.0146928
5301,0.0154571
5302,0.0560439
5303,0.161701
5304,0.0147221
5305,0.0150565
5306,0.0254871
5307,0.01487
5308,0.0609513
5309,0.0187082
5310,0.0150935
5311,0.0862552
5312,0.0629577
5313,0.0586905
5314,0.114808
5315,0.0255483
5316,0.0156115
5317,0.0162178
5318,0.0643947
5319,0.0651523
5320,0.208506
5321,0.0146225
5322,0.0147543
5323,0.0309624
5324,0.26411
5325,0.0150413
5326,0.0146457
5327,0.114188
5328,0.0145783
5329,0.0150668
5330,0.0256095
5331,0.0145354
5332,0.105235
5333,0.102711
5334,0.0159902
5335,0.0189395
5336,0.0150227
5337,0.0668313
5338,0.0554466
5339,0.13874
5340,0.0313502
5341,0.118699
5342,0.0575325
5343,0.014675
5344,0.0270723
5345,0.0749989
5346,0.299253
5347,0.0571499
5348,0.0149725
5349,0.0151479
5350,0.0181793
5351,0.0253147
5352,0.109066
5353,0.285214
5354,0.0153489
5355,0.0149762
5356,0.0149783
5357,0.0
5358,0.0146553
5359,0.10403
5360,0.0692996
5361,0.0623496
5362,0.77135
5363,0.857097
5364,0.014484
5365,0.0242205
5366,0.0148357
5367,0.0147405
5368,0.0154229
5369,0.0148296
5370,0.066347
5371,0.0255663
5372,0.0269269
5373,0.195838
5374,0.0152929
5375,0.0260558
5376,0.0149219
5377,0.0156749
5378,0.0158911
5379,0.13559
5380,0.0178287
5381,0.114567
5382,0.0628546
5383,0.016236
5384,0.102859
5385,0.0151438
5386,0.0145655
5387,0.885054
5388,0.0517287
5389,0.0171331
5390,0.177913
5391,0.0659232
5392,0.0153563
5393,0.0249259
5394,0.0160339
5395,0.0186888
5396,0.0145093
5397,0.0151538
5398,0.0148958
5399,0.0664437
5400,0.884812
5401,0.0254925
5402,0.0147252
5403,0.0163923
5404,0.0147575
5405,0.0572274
5406,0.0252995
5407,0.0146307
5408,0.0146669
5409,0.0176277
5410,0.0204001
5411,0.0245466
5412,0.025608
5413,0.0632778
5414,0.0242052
5415,0.0262627
5416,0.0152507
5417,0.0620341
5418,0.0263987
5419,0.0146787
5420,0.06378
5421,0.024859
5422,0.0146947
5423,0.0251767
5424,0.0595284
5425,0.0145534
5426,0.0250885
5427,0.0564074
5428,0.0248456
5429,0.0170225
5430,0.0167869
5431,0.0160161
5432,0.0174501
5433,0.0144957
5434,0.0269077
5435,0.0147184
5436,0.167336
5437,0.0155627
5438,0.103103
5439,0.0148344
5440,0.025459
5441,0.0146505
5442,0.0665059
5443,0.0154804
5444,0.0191643
5445,0.87321
5446,0.0153555
5447,0.0169511
5448,0.0244031
5449,0.0584853
5450,0.0288639
5451,0.0153748
5452,0.0640631
5453,0.0778202
5454,0.103564
5455,0.0145412
5456,0.11378
5457,0.0585685
5458,0.0149094
5459,0.0160676
5460,0.119595
5461,0.01464
5462,0.688788
5463,0.0747238
5464,0.0146841
5465,0.107148
5466,0.0246953
5467,0.0799076
5468,0.016799
5469,0.0145997
5470,0.82285
5471,0.0146417
5472,0.0186167
5473,0.0151732
5474,0.104644
5475,0.873763
5476,0.0145693
5477,0.0149836
5478,0.0161578
5479,0.0248981
5480,0.0153695
5481,0.0987815
5482,0.0
5483,0.0292202
5484,0.18272
5485,0.0602755
5486,0.0151319
5487,0.120919
5488,0.0247107
5489,0.0147591
5490,0.172469
5491,0.0557378
5492,0.0242851
5493,0.014488
5494,0.0154288
5495,0.0171117
5496,0.0646385
5497,0.0551898
5498,0.0144725
5499,0.0258686
5500,0.863659
5501,0.0658996
5502,0.025147
5503,0.0151284
5504,0.0144926
5505,0.014798
5506,0.0150704
5507,0.122231
5508,0.0583607
5509,0.0151153
5510,0.0252741
5511,0.0199675
5512,0.014745
5513,0.0163106
5514,0.0164176
5515,0.0657369
5516,0.0250395
5517,0.0185447
5518,0.0661165
5519,0.0175652
5520,0.0160035
5521,0.287549
5522,0.0179625
5523,0.0581745
5524,0.0144936
5525,0.810206
5526,0.0250525
5527,0.0663505
5528,0.0147664
5529,0.0186481
5530,0.0154062
5531,0.0182133
5532,0.0149005
5533,0.0152055
5534,0.0252109
5535,0.0605277
5536,0.0240019
5537,0.104831
5538,0.0554534
5539,0.168303
5540,0.0254931
5541,0.0264543
5542,0.155972
5543,0.0272472
5544,0.0255865
5545,0.0185191
5546,0.0147111
5547,0.0150014
5548,0.0254774
5549,0.0785293
5550,0.0145451
5551,0.0145442
5552,0.0998301
5553,0.0158937
5554,0.0145344
5555,0.0676187
5556,0.110363
5557,0.0600618
5558,0.0250987
5559,0.0692517
5560,0.0743567
5561,0.0183152
5562,0.0154223
5563,0.0981691
5564,0.0161237
5565,0.0148342
5566,0.0191443
5567,0.014999
5568,0.142183
5569,0.0765337
5570,0.0248422
5571,0.0676635
5572,0.0146018
5573,0.0777974
5574,0.133275
5575,0.0163475
5576,0.0631393
5577,0.0565078
5578,0.0241072
5579,0.0164554
5580,0.0146146
5581,0.0248598
5582,0.0180056
5583,0.0164028
5584,0.0152096
5585,0.0179063
5586,0.204932
5587,0.0677266
5588,0.0254344
5589,0.0145527
5590,0.015211
5591,0.0244939
5592,0.014883
5593,0.014748
5594,0.139142
5595,0.0151433
5596,0.155644
5597,0.207979
5598,0.0563011
5599,0.0156202
5600,0.0147193
5601,0.0152961
5602,0.056346
5603,0.0738938
5604,0.0170271
5605,0.149866
5606,0.0145749
5607,0.143721
5608,0.0222537
5609,0.0572109
5610,0.116242
5611,0.0567822
5612,0.0161212
5613,0.0552799
5614,0.0607796
5615,0.171155
5616,0.0163781
5617,0.0247889
5618,0.0700437
5619,0.016171
5620,0.0153355
5621,0.0248552
5622,0.015563
5623,0.0149008
5624,0.0157586
5625,0.270619
5626,0.0157461
5627,0.0631529
5628,0.0747881
5629,0.0158617
5630,0.0151589
5631,0.0147472
5632,0.070091
5633,0.244843
5634,0.756525
5635,0.0154596
5636,0.0294192
5637,0.0146481
5638,0.025021
5639,0.015724
5640,0.0248723
5641,0.0246451
5642,0.0666783
5643,0.0631623
5644,0.138045
5645,0.0147443
5646,0.138134
5647,0.0182788
5648,0.0577771
5649,0.0194045
5650,0.015046
5651,0.0271878
5652,0.0771159
5653,0.102591
5654,0.0261644
5655,0.0158924
5656,0.148242
5657,0.0711567
5658,0.0785978
5659,0.0554511
5660,0.0156403
5661,0.0151364
5662,0.0244538
5663,0.0615765
5664,0.103451
5665,0.0160101
5666,0.299812
5667,0.750224
5668,0.064678
5669,0.0276084
5670,0.187812
5671,0.0148959
5672,0.0150271
5673,0.0848396
5674,0.0767606
5675,0.0147174
5676,0.806937
5677,0.0174769
5678,0.0647455
5679,0.0153757
5680,0.0775153
5681,0.014834
5682,0.0149257
5683,0.118197
5684,0.169975
5685,0.014718
5686,0.0146403
5687,0.0156789
5688,0.0574292
5689,0.0687748
5690,0.0690275
5691,0.0157313
5692,0.0632958
5693,0.0148361
5694,0.0581236
5695,0.0156007
5696,0.273272
5697,0.0607588
5698,0.0146462
5699,0.0182525
5700,0.0148308
5701,0.110692
5702,0.0749428
5703,0.0641977
5704,0.01451
5705,0.170461
5706,0.11145
5707,0.822731
5708,0.0575857
5709,0.0151198
5710,0.0176308
5711,0.0186358
5712,0.0158787
5713,0.0318732
5714,0.0145141
5715,0.0169866
5716,0.0147358
5717,0.0197554
5718,0.0186609
5719,0.0286817
5720,0.0766812
5721,0.103841
5722,0.0151151
5723,0.0147189
5724,0.0608983
5725,0.0166309
5726,0.0145278
5727,0.876928
5728,0.0252416
5729,0.0271321
5730,0.0145081
5731,0.0173782
5732,0.0195885
5733,0.0976868
5734,0.0247054
5735,0.0146305
5736,0.0999674
5737,0.0258664
5738,0.0154284
5739,0.0775874
5740,0.0159838
5741,0.0148183
5742,0.0151802
5743,0.111658
5744,0.169819
5745,0.11882
5746,0.0145121
5747,0.0240694
5748,0.0254359
5749,0.0582088
5750,0.10654
5751,0.0570028
5752,0.0645341
5753,0.0156951
5754,0.0173611
5755,0.0272645
5756,0.0144638
5757,0.0803539
5758,0.0153089
5759,0.0723944
5760,0.0255844
5761,0.183641
5762,0.0181947
5763,0.0802733
5764,0.0169602
5765,0.0145187
5766,0.155512
5767,0.0149751
5768,0.135631
5769,0.0159336
5770,0.0219347
5771,0.104271
5772,0.0575605
5773,0.0571941
5774,0.01474
5775,0.105013
5776,0.025125
5777,0.0576794
5778,0.0573464
5779,0.0565153
5780,0.0267038
5781,0.0149891
5782,0.83752
5783,0.014673
5784,0.0148555
5785,0.12808
5786,0.0653036
5787,0.0152698
5788,0.0173091
5789,0.0155476
5790,0.0245437
5791,0.0166317
5792,0.0152272
5793,0.0246988
5794,0.01501
5795,0.0572126
5796,0.0150372
5797,0.0650546
5798,0.0149991
5799,0.339238
5800,0.014737
5801,0.0149215
5802,0.0738052
5803,0.0173433
5804,0.0226737
5805,0.0264941
5806,0.107518
5807,0.0161235
5808,0.0657777
5809,0.0512689
5810,0.0254866
5811,0.0149737
5812,0.109748
5813,0.015844
5814,0.106491
5815,0.0151322
5816,0.0152625
5817,0.0149504
5818,0.0144557
5819,0.186867
5820,0.117663
5821,0.0592371
5822,0.0284046
5823,0.0177214
5824,0.0160165
5825,0.014508
5826,0.0568764
5827,0.0597296
5828,0.0642826
5829,0.0292754
5830,0.114273
5831,0.0582148
5832,0.0679447
5833,0.0888193
5834,0.222466
5835,0.025973
5836,0.0148359
5837,0.0144994
5838,0.0392702
5839,0.0152512
5840,0.0250489
5841,0.0145789
5842,0.0146868
5843,0.0574811
5844,0.0728574
5845,0.104464
5846,0.0665357
5847,0.264374
5848,0.026135
5849,0.0154848
5850,0.014588
5851,0.0146497
5852,0.0562213
5853,0.0156073
5854,0.108595
5855,0.434488
5856,0.0246889
5857,0.0254051
5858,0.0154026
5859,0.119484
5860,0.0174358
5861,0.190323
5862,0.0583267
5863,0.0968273
5864,0.0736715
5865,0.0158674
5866,0.0298327
5867,0.0250237
5868,0.0151046
5869,0.0145963
5870,0.0248377
5871,0.0251974
5872,0.144455
5873,0.0149605
5874,0.0257879
5875,0.0151543
5876,0.0148332
5877,0.0792927
5878,0.0154388
5879,0.0146546
5880,0.0160277
5881,0.0572523
5882,0.0156453
5883,0.0651348
5884,0.0251809
5885,0.0154718
5886,0.11131
5887,0.131065
5888,0.0152522
5889,0.143847
5890,0.0144729
5891,0.021046
5892,0.135086
5893,0.0246484
5894,0.0149656
5895,0.260503
5896,0.0145025
5897,0.0568098
5898,0.014705
5899,0.0760239
5900,0.015077
5901,0.0147517
5902,0.178427
5903,0.0253185
5904,0.239398
5905,0.0600385
5906,0.0577116
5907,0.243581
5908,0.0258422
5909,0.0248305
5910,0.804716
5911,0.0182529
5912,0.056765
5913,0.0150258
5914,0.0550955
5915,0.173483
5916,0.0147065
5917,0.117988
5918,0.0151393
5919,0.147459
5920,0.864956
5921,0.0651026
5922,0.0148211
5923,0.0146348
5924,0.0604924
5925,0.0151147
5926,0.0181852
5927,0.0144812
5928,0.102042
5929,0.264288
5930,0.0156513
5931,0.0185994
5932,0.0563039
5933,0.163519
5934,0.0145887
5935,0.0649123
5936,0.0583626
5937,0.109329
5938,0.0154359
5939,0.127915
5940,0.0257077
5941,0.0278671
5942,0.0249565
5943,0.0159561
5944,0.0254242
5945,0.0651805
5946,0.122337
5947,0.0146784
5948,0.0150786
5949,0.0154235
5950,0.0147499
5951,0.0273208
5952,0.014794
5953,0.0590633
5954,0.0148039
5955,0.0663595
5956,0.0151687
5957,0.861982
5958,0.110957
5959,0.014475
5960,0.217855
5961,0.0176105
5962,0.0158587
5963,0.867433
5964,0.024949
5965,0.014489
5966,0.0189934
5967,0.0147011
5968,0.0153951
5969,0.0257199
5970,0.0598638
5971,0.0651654
5972,0.0145624
5973,0.178721
5974,0.0298648
5975,0.103203
5976,0.0165196
5977,0.385896
5978,0.188981
5979,0.0160645
5980,0.0552466
5981,0.0145228
5982,0.251377
5983,0.0255098
5984,0.0146181
5985,0.0639304
5986,0.0145122
5987,0.774552
5988,0.0145837
5989,0.103779
5990,0.0181395
5991,0.0154043
5992,0.0247048
5993,0.0145101
5994,0.100477
5995,0.0249758
5996,0.0187626
5997,0.113913
5998,0.164532
5999,0.0145941
6000,0.0631962
6001,0.143034
6002,0.0146661
6003,0.11457
6004,0.497724
6005,0.0768596
6006,0.0144895
6007,0.111749
6008,0.0670126
6009,0.0159741
6010,0.0150523
6011,0.0145494
6012,0.0171399
6013,0.0144883
6014,0.0146624
6015,0.0163433
6016,0.849115
6017,0.0251336
6018,0.0627653
6019,0.0560696
6020,0.758407
6021,0.13025
6022,0.107215
6023,0.0204376
6024,0.0153571
6025,0.180047
6026,0.0181632
6027,0.0159057
6028,0.0153582
6029,0.014475
6030,0.0587698
6031,0.805091
6032,0.073572
6033,0.014573
6034,0.0169706
6035,0.0147065
6036,0.0273369
6037,0.0180569
6038,0.0265442
6039,0.026675
6040,0.0753417
6041,0.078416
6042,0.182661
6043,0.0147296
6044,0.0262822
6045,0.0145822
6046,0.0243096
6047,0.0263365
6048,0.0559934
6049,0.0266603
6050,0.0150599
6051,0.0273881
6052,0.0144679
6053,0.0151077
6054,0.0145814
6055,0.0150541
6056,0.0558404
6057,0.0164197
6058,0.0253315
6059,0.0154945
6060,0.0147121
6061,0.0148186
6062,0.0190122
6063,0.716768
6064,0.0153728
6065,0.425156
6066,0.014878
6067,0.0150884
6068,0.0146133
6069,0.0172465
6070,0.102381
6071,0.100877
6072,0.0179356
6073,0.0147706
6074,0.215286
6075,0.0288099
6076,0.32753
6077,0.170071
6078,0.0644467
6079,0.0748522
6080,0.0614077
6081,0.0148481
6082,0.0158973
6083,0.0289997
6084,0.0150295
6085,0.102915
6086,0.276532
6087,0.0148048
6088,0.0148214
6089,0.0244538
6090,0.0145733
6091,0.0250216
6092,0.0244931
6093,0.0257221
6094,0.0151845
6095,0.0245791
6096,0.0265863
6097,0.138596
6098,0.0147317
6099,0.0590542
6100,0.014692
6101,0.0274418
6102,0.762066
6103,0.0150317
6104,0.0574153
6105,0.0146654
6106,0.0148321
6107,0.114303
6108,0.0147199
6109,0.0154945
6110,0.426684
6111,0.0634504
6112,0.015259
6113,0.0242589
6114,0.0150378
6115,0.0145894
6116,0.025458
6117,0.0243133
6118,0.0671897
6119,0.0176363
6120,0.0199122
6121,0.0149459
6122,0.0146468
6123,0.0619681
6124,0.0147856
6125,0.0153949
6126,0.0654263
6127,0.063429
6128,0.0254994
6129,0.0159847
6130,0.0259125
6131,0.0166285
6132,0.384541
6133,0.0256208
6134,0.0167862
6135,0.0157606
6136,0.0573127
6137,0.0177453
6138,0.0248435
6139,0.0682325
6140,0.0264608
6141,0.0186851
6142,0.0151121
6143,0.125119
6144,0.0172897
6145,0.0250223
6146,0.0642596
6147,0.014653
6148,0.0153239
6149,0.018168
6150,0.0144764
6151,0.0253278
6152,0.0151575
6153,0.0251016
6154,0.0951383
6155,0.0276062
6156,0.104717
6157,0.0148606
6158,0.0145165
6159,0.0200278
6160,0.0575691
6161,0.0762103
6162,0.0150051
6163,0.0249528
6164,0.015254
6165,0.015844
6166,0.027543
6167,0.0147527
6168,0.015274
6169,0.0258622
6170,0.0257931
6171,0.0291743
6172,0.106712
6173,0.0649039
6174,0.0155802
6175,0.144143
6176,0.0161329
6177,0.112097
6178,0.103505
6179,0.103271
6180,0.026953
6181,0.0578726
6182,0.0580815
6183,0.0147103
6184,0.0565478
6185,0.0149235
6186,0.0720284
6187,0.0254129
6188,0.173142
6189,0.0251052
6190,0.0569507
6191,0.117956
6192,0.0705897
6193,0.014725
6194,0.0280368
6195,0.074195
6196,0.015527
6197,0.0259984
6198,0.0571158
6199,0.145143
6200,0.0582266
6201,0.105727
6202,0.0731733
6203,0.0236755
6204,0.014634
6205,0.0144734
6206,0.0145072
6207,0.137241
6208,0.88459
6209,0.0149151
6210,0.0985798
6211,0.0148487
6212,0.0156507
6213,0.304489
6214,0.136852
6215,0.0248371
6216,0.0738479
6217,0.0252108
6218,0.0148621
6219,0.0563863
6220,0.0515614
6221,0.0152041
6222,0.0660939
6223,0.0692142
6224,0.14529
6225,0.0148784
6226,0.0629437
6227,0.0566015
6228,0.0161388
6229,0.105689
6230,0.0149626
6231,0.108523
6232,0.106624
6233,0.0149283
6234,0.0660388
6235,0.152308
6236,0.0155023
6237,0.0248761
6238,0.0241586
6239,0.0180558
6240,0.0146989
6241,0.014609
6242,0.0145958
6243,0.0167866
6244,0.0268034
6245,0.0634645
6246,0.0617825
6247,0.0187075
6248,0.0216835
6249,0.0559476
6250,0.0150448
6251,0.0154398
6252,0.0260172
6253,0.344739
6254,0.0791793
6255,0.0729333
6256,0.0667169
6257,0.0150041
6258,0.0171147
6259,0.118415
6260,0.0953137
6261,0.0243984
6262,0.0255927
6263,0.0548856
6264,0.305568
6265,0.0150347
6266,0.0146654
6267,0.0253405
6268,0.0155042
6269,0.024049
6270,0.0147789
6271,0.0257154
6272,0.0268511
6273,0.0918422
6274,0.0153151
6275,0.0151143
6276,0.028511
6277,0.0159722
6278,0.207771
6279,0.0564777
6280,0.0310569
6281,0.0152788
6282,0.0231503
6283,0.0867168
6284,0.0168363
6285,0.0965295
6286,0.0148062
6287,0.0248587
6288,0.0243791
6289,0.0146126
6290,0.0144854
6291,0.0147375
6292,0.0166695
6293,0.0146988
6294,0.0642007
6295,0.01734
6296,0.0259963
6297,0.0241294
6298,0.0250985
6299,0.0836609
6300,0.0150248
6301,0.0652022
6302,0.0257
6303,0.0148288
6304,0.0248424
6305,0.0239964
6306,0.0250789
6307,0.0152561
6308,0.0148414
6309,0.0776031
6310,0.0181103
6311,0.835316
6312,0.19132
6313,0.0547173
6314,0.0199498
6315,0.0145847
6316,0.101996
6317,0.0647126
6318,0.0145553
6319,0.879585
6320,0.0145594
6321,0.0152175
6322,0.0563915
6323,0.016548
6324,0.0152062
6325,0.0559573
6326,0.017528
6327,0.0145702
6328,0.0288053
6329,0.0700476
6330,0.0146572
6331,0.11012
6332,0.0581513
6333,0.0249552
6334,0.349358
6335,0.141876
6336,0.0220747
6337,0.0294473
6338,0.113927
6339,0.0151595
6340,0.0159828
6341,0.0645631
6342,0.0151398
6343,0.336878
6344,0.0147077
6345,0.0157971
6346,0.0270869
6347,0.0989573
6348,0.014814
6349,0.0153378
6350,0.0715349
6351,0.0539034
6352,0.0145431
6353,0.0145739
6354,0.0157668
6355,0.0150544
6356,0.0151254
6357,0.0152668
6358,0.0151232
6359,0.0148817
6360,0.0148017
6361,0.0150532
6362,0.0146929
6363,0.064245
6364,0.0579555
6365,0.0152859
6366,0.0153294
6367,0.0145555
6368,0.0697468
6369,0.143781
6370,0.0675777
6371,0.014702
6372,0.0145313
6373,0.0146623
6374,0.015028
6375,0.0247447
6376,0.0148641
6377,0.146903
6378,0.890625
6379,0.0152623
6380,0.147416
6381,0.0146561
6382,0.0146277
6383,0.0144779
6384,0.120155
6385,0.02596
6386,0.0269475
6387,0.139548
6388,0.0588211
6389,0.0160851
6390,0.0149619
6391,0.015996
6392,0.114042
6393,0.0146401
6394,0.0179477
6395,0.0265833
6396,0.0148761
6397,0.0254365
6398,0.0250704
6399,0.0165285
6400,0.0579162
6401,0.067498
6402,0.0145373
6403,0.057482
6404,0.0660609
6405,0.0155392
6406,0.119029
6407,0.0149745
6408,0.0249629
6409,0.0146051
6410,0.0150229
6411,0.147606
6412,0.250437
6413,0.0147988
6414,0.017929
6415,0.0552795
6416,0.0150999
6417,0.0573303
6418,0.05856
6419,0.0239519
6420,0.0151103
6421,0.0263109
6422,0.0555575
6423,0.0254321
6424,0.0596132
6425,0.786659
6426,0.0152833
6427,0.0268876
6428,0.106052
6429,0.801069
6430,0.0194232
6431,0.0158829
6432,0.0664512
6433,0.015071
6434,0.224578
6435,0.0159427
6436,0.0161124
6437,0.0147865
6438,0.0157153
6439,0.0580787
6440,0.26093
6441,0.0263554
6442,0.0145646
6443,0.0262222
6444,0.0144685
6445,0.0150692
6446,0.0152269
6447,0.120939
6448,0.0147813
6449,0.18577
6450,0.0146161
6451,0.0165615
6452,0.0150579
6453,0.117854
6454,0.069466
6455,0.0147465
6456,0.0152461
6457,0.0145139
6458,0.0182422
6459,0.0162252
6460,0.0578643
6461,0.0247849
6462,0.0655003
6463,0.0148633
6464,0.0729582
6465,0.0157661
6466,0.113777
6467,0.0147055
6468,0.0150423
6469,0.0581542
6470,0.102083
6471,0.117009
6472,0.0275912
6473,0.0152717
6474,0.0148718
6475,0.062584
6476,0.0146
6477,0.162693
6478,0.0636748
6479,0.0152334
6480,0.026928
6481,0.108534
6482,0.0567596
6483,0.0165391
6484,0.0156824
6485,0.0578187
6486,0.0153956
6487,0.0758537
6488,0.0146799
6489,0.0257449
6490,0.0145405
6491,0.0246118
6492,0.0256079
6493,0.0770662
6494,0.178049
6495,0.10888
6496,0.138798
6497,0.136084
6498,0.0345967
6499,0.0152799
6500,0.0152281
6501,0.0156892
6502,0.0144866
6503,0.0144736
6504,0.015967
6505,0.103992
6506,0.0568488
6507,0.0149461
6508,0.0538985
6509,0.0674192
6510,0.0145724
6511,0.0681334
6512,0.140699
6513,0.0252526
6514,0.0637913
6515,0.149944
6516,0.056719
6517,0.0155345
6518,0.0162778
6519,0.0555396
6520,0.282665
6521,0.117068
6522,0.0165854
6523,0.0266027
6524,0.0157682
6525,0.0575394
6526,0.0156698
6527,0.0589882
6528,0.0267881
6529,0.0182645
6530,0.015369
6531,0.173868
6532,0.0157244
6533,0.0146892
6534,0.0586254
6535,0.131958
6536,0.0146946
6537,0.0159767
6538,0.0986463
6539,0.0162571
6540,0.104127
6541,0.104971
6542,0.0763651
6543,0.104511
6544,0.0534734
6545,0.0239862
6546,0.0146699
6547,0.0250304
6548,0.0152903
6549,0.0657994
6550,0.107859
6551,0.0152948
6552,0.0159999
6553,0.0297075
6554,0.0566461
6555,0.0570031
6556,0.0145483
6557,0.0160139
6558,0.0564532
6559,0.0152017
6560,0.0564211
6561,0.0148614
6562,0.0566155
6563,0.0147451
6564,0.0662175
6565,0.0170034
6566,0.0164817
6567,0.101461
6568,0.0621646
6569,0.0555666
6570,0.0144777
6571,0.015261
6572,0.0251666
6573,0.0284849
6574,0.14196
6575,0.104477
6576,0.0159197
6577,0.0159712
6578,0.0576869
6579,0.13954
6580,0.0580843
6581,0.0556119
6582,0.0614872
6583,0.0152923
6584,0.0815014
6585,0.0275349
6586,0.85855
6587,0.104452
6588,0.0866631
6589,0.0241988
6590,0.111764
6591,0.0186471
6592,0.119644
6593,0.0566145
6594,0.0251807
6595,0.0155476
6596,0.029737
6597,0.198985
6598,0.0147999
6599,0.0564533
6600,0.0269207
6601,0.0583669
6602,0.058965
6603,0.19283
6604,0.062982
6605,0.0149463
6606,0.0298913
6607,0.064788
6608,0.0148599
6609,0.804437
6610,0.0148769
6611,0.0274496
6612,0.0665675
6613,0.0605869
6614,0.14423
6615,0.0187457
6616,0.0262241
6617,0.0270608
6618,0.0145245
6619,0.0168983
6620,0.0156099
6621,0.0157083
6622,0.0146941
6623,0.0640814
6624,0.115057
6625,0.0579943
6626,0.0270993
6627,0.0146523
6628,0.0146289
6629,0.025776
6630,0.0150208
6631,0.0188602
6632,0.0158841
6633,0.0585971
6634,0.0175349
6635,0.110029
6636,0.0248572
6637,0.113629
6638,0.0584849
6639,0.0664226
6640,0.0148723
6641,0.055916
6642,0.104339
6643,0.0658032
6644,0.0257862
6645,0.0160535
6646,0.0145989
6647,0.0210855
