particle,length
161,0.169515
162,0.0148884
163,0.0152117
164,0.0579822
165,0.059128
166,0.0234576
167,0.0148051
168,0.0163028
169,0.057283
170,0.107591
171,0.0145315
172,0.0161048
173,0.0146024
174,0.0147151
175,0.0267746
176,0.0580458
177,0.0248898
178,0.0148482
179,0.0552577
180,0.0148003
181,0.179026
182,0.0573313
183,0.231702
184,0.0148484
185,0.0153577
186,0.0146936
187,0.0237667
188,0.0148773
189,0.0173245
190,0.0163215
191,0.0162234
192,0.024162
193,0.0528386
194,0.0156202
195,0.0168126
196,0.107099
197,0.0211987
198,0.0145059
199,0.0186321
200,0.0145451
201,0.0164322
202,0.0571121
203,0.0146784
204,0.0146698
205,0.0166667
206,0.0154231
207,0.0145852
208,0.0166412
209,0.0265433
210,0.111659
211,0.014901
212,0.0152665
213,0.157196
214,0.0982191
215,0.0146375
216,0.0154116
217,0.0152451
218,0.0155809
219,0.0145863
220,0.0214334
221,0.0273442
222,0.0117923
223,0.0145408
224,0.0151369
225,0.0145096
226,0.0148564
227,0.0146946
228,0.0780426
229,0.0152204
230,0.0147246
231,0.0175887
232,0.0148951
233,0.0154689
234,0.0437923
235,0.0542317
236,0.0151051
237,0.0162352
238,0.0584167
239,0.058464
240,0.0554862
241,0.104114
242,0.0165491
243,0.17284
244,0.065446
245,0.0566418
246,0.364703
247,0.0152695
248,0.058827
249,0.0150588
250,0.176739
251,0.0145494
252,0.0222287
253,0.0694804
254,0.0148743
255,0.0145401
256,0.0147908
257,0.0717006
258,0.0145567
259,0.142955
260,0.0145752
261,0.0150591
262,0.0285842
263,0.0169199
264,0.105624
265,0.0155712
266,0.0237615
267,0.0169421
268,0.0589516
269,0.0155975
270,0.0604259
271,0.095918
272,0.0616592
273,0.0574792
274,0.0590099
275,0.0536494
276,0.0147044
277,0.0239913
278,0.0155037
279,0.015199
280,0.0235151
281,0.0165185
282,0.135653
283,0.072323
284,0.0196197
285,0.014638
286,0.0177352
287,0.0159114
288,0.014763
289,0.023894
290,0.233947
291,0.206994
292,0.0146015
293,0.0164945
294,0.0151125
295,0.0149324
296,0.0159089
297,0.0151775
298,0.0962237
299,0.0162577
300,0.0154866
301,0.0153364
302,0.0156168
303,0.0145669
304,0.0147526
305,0.0156507
306,0.0697836
307,0.0146169
308,0.015353
309,0.0520925
310,0.0145752
311,0.0144892
312,0.0247797
313,0.0978995
314,0.0277739
315,0.0155055
316,0.0164799
317,0.0159489
318,0.196444
319,0.106711
320,0.0146665
321,0.0315865
322,0.113754
323,0.0984763
324,0.0322748
325,0.0554134
326,0.0178772
327,0.0145651
328,0.0149778
329,0.014525
330,0.0147224
331,0.0164603
332,0.0653854
333,0.0148899
334,0.513085
335,0.0268888
336,0.136577
337,0.0145596
338,0.0152623
339,0.016703
340,0.0718374
341,0.0155053
342,0.0318196
343,0.0150198
344,0.0237832
345,0.0642154
346,0.0166353
347,0.0587137
348,0.0553839
349,0.10421
350,0.112014
351,0.0147021
352,0.0170359
353,0.177297
354,0.0156957
355,0.0149734
356,0.0154284
357,0.014842
358,0.0145034
359,0.0156718
360,0.015181
361,0.0153691
362,0.0929242
363,0.015607
364,0.0945371
365,0.0160269
366,0.057432
367,0.0145035
368,0.0348154
369,0.0151045
370,0.015128
371,0.0549054
372,0.177972
373,0.0155409
374,0.0164738
375,0.0245392
376,0.096521
377,0.0157465
378,0.0145245
379,0.0245711
380,0.0146657
381,0.0248115
382,0.105648
383,0.0159112
384,0.0165316
385,0.0152677
386,0.0163378
387,0.0157275
388,0.0203527
389,0.0959699
390,0.0156337
391,0.180036
392,0.0146335
393,0.0151645
394,0.0151438
395,0.0147134
396,0.0158877
397,0.104343
398,0.0147499
399,0.0154431
400,0.0150809
401,0.0155361
402,0.0170111
403,0.058762
404,0.0145023
405,0.0577911
406,0.0150305
407,0.0145059
408,0.014561
409,0.134643
410,0.0147714
411,0.01478
412,0.0258968
413,0.0172248
414,0.0568249
415,0.0150994
416,0.0170066
417,0.0171399
418,0.0167303
419,0.0163416
420,0.0283528
421,0.0146672
422,0.017604
423,0.0152725
424,0.0656133
425,0.0154761
426,0.175895
427,0.0164254
428,0.0563345
429,0.112804
430,0.178646
431,0.0149327
432,0.0150546
433,0.0954605
434,0.0562227
435,0.0157529
436,0.016345
437,0.0554273
438,0.0150639
439,0.0154885
440,0.0147262
441,0.10486
442,0.0149537
443,0.0647572
444,0.111139
445,0.01736
446,0.0149195
447,0.0150447
448,0.0247304
449,0.0572858
450,0.0146403
451,0.0145158
452,0.01506
453,0.0154732
454,0.0251707
455,0.171719
456,0.264289
457,0.0242166
458,0.0151417
459,0.136712
460,0.0146009
461,0.0150401
462,0.0145495
463,0.0187718
464,0.0152316
465,0.0147255
466,0.0150839
467,0.0146517
468,0.0160434
469,0.0146162
470,0.108102
471,0.0160069
472,0.0160636
473,0.0144897
474,0.11448
475,0.0150508
476,0.0540077
477,0.0149303
478,0.304261
479,0.0148244
480,0.0156718
481,0.0155826
482,0.0151175
483,0.0159521
484,0.0148035
485,0.0274864
486,0.0291031
487,0.107941
488,0.0246004
489,0.015212
490,0.0169984
491,0.0146562
492,0.0147673
493,0.0246455
494,0.0963456
495,0.0152515
496,0.0164871
497,0.134531
498,0.0148547
499,0.286079
500,0.113562
501,0.0687064
502,0.0145554
503,0.0154876
504,0.0832466
505,0.0149636
506,0.0238312
507,0.0150862
508,0.070275
509,0.188079
510,0.0159655
511,0.0590343
512,0.0157779
513,0.015367
514,0.105469
515,0.0144834
516,0.0161868
517,0.0289901
518,0.0551987
519,0.548004
520,0.204237
521,0.107892
522,0.0147969
523,0.0146459
524,0.0144854
525,0.0594367
526,0.0147885
527,0.0151627
528,0.0545556
529,0.0157798
530,0.106424
531,0.0162917
532,0.0163317
533,0.0144864
534,0.229546
535,0.0301934
536,0.0147039
537,0.0150426
538,0.0170386
539,0.0155429
540,0.0628657
541,0.01627
542,0.0157616
543,0.0146906
544,0.0148689
545,0.0157254
546,0.0646975
547,0.0177415
548,0.123959
549,0.0553741
550,0.0149156
551,0.0161404
552,0.0147251
553,0.182793
554,0.121505
555,0.0160478
556,0.0952899
557,0.0558495
558,0.0154469
559,0.0154723
560,0.0575697
561,0.0774743
562,0.0164796
563,0.0781174
564,0.0161143
565,0.0146191
566,0.0146815
567,0.106412
568,0.0145352
569,0.0151493
570,0.0147676
571,0.0144973
572,0.0149899
573,0.0147471
574,0.0587379
575,0.0149848
576,0.0150886
577,0.0240271
578,0.0146103
579,0.25231
580,0.0300664
581,0.0149178
582,0.0155009
583,0.0272241
584,0.0150988
585,0.0624605
586,0.056706
587,0.0148254
588,0.0146177
589,0.188736
590,0.0148717
591,0.182332
592,0.135786
593,0.0802818
594,0.0164016
595,0.17759
596,0.0148639
597,0.074728
598,0.0148061
599,0.0156088
600,0.0152552
601,0.0156563
602,0.10793
603,0.100462
604,0.299722
605,0.0149378
606,0.0149354
607,0.0574594
608,0.0253559
609,0.422722
610,0.0220927
611,0.0158125
612,0.11178
613,0.0149298
614,0.0575887
615,0.0386792
616,0.0160512
617,0.0145941
618,0.0171229
619,0.14704
620,0.0146021
621,0.102872
622,0.0155847
623,0.0149929
624,0.223173
625,0.0151331
626,0.185663
627,0.0160906
628,0.0549278
629,0.0172767
630,0.0160108
631,0.107155
632,0.0148032
633,0.0144703
634,0.0195426
635,0.0161295
636,0.0145721
637,0.0149788
638,0.05604
639,0.015845
640,0.0144978
641,0.01585
642,0.0158783
643,0.0159922
644,0.112736
645,0.0162251
646,0.0665965
647,0.0766413
648,0.109773
649,0.0165702
650,0.017561
651,0.0147445
652,0.0152444
653,0.014607
654,0.0144948
655,0.014642
656,0.0244846
657,0.102418
658,0.534635
659,0.0554771
660,0.0165345
661,0.015141
662,0.00876098
663,0.0933689
664,0.1063
665,0.0609415
666,0.0195657
667,0.014581
668,0.0993097
669,0.0151564
670,0.0145521
671,0.0579565
672,0.0153379
673,0.0152674
674,0.0954217
675,0.103864
676,0.0270114
677,0.0163028
678,0.139268
679,0.0150182
680,0.11849
681,0.0549618
682,0.0148723
683,0.0164617
684,0.0154644
685,0.054861
686,0.0145888
687,0.0146549
688,0.0242199
689,0.0149178
690,0.108783
691,0.0148146
692,0.0205482
693,0.10768
694,0.207362
695,0.0188875
696,0.0253881
697,0.0241469
698,0.176471
699,0.0144916
700,0.133262
701,0.0145017
702,0.0158584
703,0.0148414
704,0.0683884
705,0.0251056
706,0.0589034
707,0.0144788
708,0.0997121
709,0.261164
710,0.0145087
711,0.01535
712,0.0555342
713,0.0550005
714,0.0554225
715,0.055185
716,0.0181204
717,0.0679228
718,0.017065
719,0.015437
720,0.0147605
721,0.0658126
722,0.0171304
723,0.0150387
724,0.0171771
725,0.0342832
726,0.0157166
727,0.0145417
728,0.0156947
729,0.0148485
730,0.0157184
731,0.102648
732,0.0271196
733,0.0147848
734,0.07335
735,0.0149562
736,0.0152879
737,0.0180296
738,0.0145208
739,0.0145995
740,0.0564064
741,0.0145208
742,0.0154975
743,0.057327
744,0.110467
745,0.0280521
746,0.0157091
747,0.0146131
748,0.439621
749,0.0248925
750,0.0151811
751,0.0163916
752,0.0161655
753,0.0153676
754,0.014989
755,0.370863
756,0.0174517
757,0.0169653
758,0.0156838
759,0.0154554
760,0.0187622
761,0.0159741
762,0.0177235
763,0.0147918
764,0.112188
765,0.0705115
766,0.0147644
767,0.0612537
768,0.0636181
769,0.0154586
770,0.0146726
771,0.0182638
772,0.0144938
773,0.0152487
774,0.0241687
775,0.0960936
776,0.264022
777,0.0159419
778,0.0173796
779,0.0149628
780,0.196133
781,0.0972358
782,0.0147648
783,0.0272569
784,0.138448
785,0.016797
786,0.292381
787,0.0169491
788,0.016219
789,0.0248845
790,0.0145737
791,0.0190746
792,0.014532
793,0.019581
794,0.0145505
795,0.0657157
796,0.0
797,0.0162963
798,0.014869
799,0.0641532
800,0.0147493
801,0.0255436
802,0.0146581
803,0.0145987
804,0.0630649
805,0.0146052
806,0.0148152
807,0.0148224
808,0.112026
809,0.164503
810,0.0606097
811,0.0162984
812,0.138904
813,0.260227
814,0.0675811
815,0.0326662
816,0.0148739
817,0.120629
818,0.0583598
819,0.0153494
820,0.0585215
821,0.0151228
822,0.0146992
823,0.0150815
824,0.01554
825,0.112744
826,0.0145452
827,0.0190192
828,0.0145511
829,0.0169471
830,0.107184
831,0.018183
832,0.0145877
833,0.112773
834,0.0146054
835,0.0146194
836,0.0160407
837,0.0608825
838,0.0152765
839,0.0147442
840,0.0768605
841,0.0152658
842,0.0146551
843,0.0179456
844,0.0148283
845,0.0148943
846,0.186626
847,0.0145288
848,0.014505
849,0.0169947
850,0.0547578
851,0.0579394
852,0.0592675
853,0.0159088
854,0.0740356
855,0.0146096
856,0.0247163
857,0.0
858,0.027806
859,0.0149432
860,0.0191957
861,0.111031
862,0.0246846
863,0.10751
864,0.0164139
865,0.0148747
866,0.149278
867,0.0149347
868,0.0591016
869,0.0147115
870,0.0159419
871,0.0254312
872,0.0158614
873,0.0274126
874,0.0147071
875,0.0165216
876,0.0152808
877,0.0963088
878,0.0163613
879,0.0155838
880,0.0147545
881,0.0145466
882,0.0164632
883,0.0155915
884,0.0626942
885,0.0158446
886,0.0237975
887,0.0268684
888,0.0241293
889,0.0207016
890,0.0153185
891,0.0149917
892,0.0157248
893,0.0671987
894,0.180016
895,0.13511
896,0.0164067
897,0.0147483
898,0.0152151
899,0.0236539
900,0.014615
901,0.014561
902,0.0147555
903,0.0149171
904,0.0972259
905,0.0445936
906,0.0147584
907,0.0154826
908,0.0245064
909,0.081173
910,0.0743784
911,0.0145299
912,0.0117661
913,0.0152317
914,0.0406448
915,0.0543064
916,0.107155
917,0.128899
918,0.0145318
919,0.0146794
920,0.112244
921,0.0168115
922,0.113301
923,0.01523
924,0.0148244
925,0.01473
926,0.014742
927,0.0239269
928,0.0146117
929,0.0166171
930,0.0238944
931,0.014723
932,0.0238403
933,0.0585285
934,0.0152271
935,0.014902
936,0.13786
937,0.0379475
938,0.058343
939,0.0145763
940,0.0145088
941,0.0159008
942,0.0145157
943,0.019618
944,0.0151398
945,0.216873
946,0.0151464
947,0.0600648
948,0.0153494
949,0.224072
950,0.0145113
951,0.0144696
952,0.054868
953,0.0149897
954,0.177023
955,0.0170107
956,0.015788
957,0.0186809
958,0.135533
959,0.0145221
960,0.0152711
961,0.0148832
962,0.0155031
963,0.018198
964,0.19996
965,0.0542015
966,0.0145664
967,0.0159721
968,0.0145255
969,0.0258784
970,0.0238394
971,0.0147063
972,0.0157589
973,0.251442
974,0.0148107
975,0.0147305
976,0.0159054
977,0.103834
978,0.0149407
979,0.015598
980,0.0154272
981,0.115509
982,0.0145616
983,0.0151733
984,0.0167358
985,0.135601
986,0.0155933
987,0.0214214
988,0.0145286
989,0.0145232
990,0.0942437
991,0.0145078
992,0.188159
993,0.0165167
994,0.0642734
995,0.054427
996,0.0148462
997,0.014732
998,0.0558043
999,0.0146795
1000,0.0159388
1001,0.0144802
1002,0.0558875
1003,0.138683
1004,0.0147014
1005,0.015857
1006,0.0162819
1007,0.0162603
1008,0.0706571
1009,0.0147641
1010,0.016744
1011,0.106071
1012,0.0148409
1013,0.0684518
1014,0.0145579
1015,0.0149301
1016,0.175138
1017,0.024933
1018,0.109091
1019,0.10469
1020,0.0146355
1021,0.0145206
1022,0.0162396
1023,0.0161979
1024,0.0916063
1025,0.0285962
1026,0.0273046
1027,0.104846
1028,0.0246967
1029,0.0607229
1030,0.0155678
1031,0.0146289
1032,0.0156534
1033,0.0963407
1034,0.0242281
1035,0.0152002
1036,0.111874
1037,0.0147336
1038,0.0270981
1039,0.0145874
1040,0.138827
1041,0.0144857
1042,0.0264158
1043,0.0155241
1044,0.0265843
1045,0.0160302
1046,0.0153933
1047,0.0134941
1048,0.0586773
1049,0.0236673
1050,0.056179
1051,0.0552685
1052,0.015575
1053,0.0250843
1054,0.113598
1055,0.218898
1056,0.0165269
1057,0.0560311
1058,0.0694996
1059,0.0162948
1060,0.0153398
1061,0.0691622
1062,0.0967436
1063,0.015458
1064,0.0248518
1065,0.0150891
1066,0.0148595
1067,0.0145868
1068,0.111115
1069,0.271818
1070,0.191133
1071,0.0594833
1072,0.0147411
1073,0.0161519
1074,0.0246305
1075,0.0145128
1076,0.0149708
1077,0.0150229
1078,0.0146144
1079,0.0153522
1080,0.0162051
1081,0.0145258
1082,0.0530477
1083,0.0590034
1084,0.0149888
1085,0.015985
1086,0.0147997
1087,0.220522
1088,0.0148459
1089,0.0168117
1090,0.0980145
1091,0.0148541
1092,0.117125
1093,0.0238597
1094,0.0880782
1095,0.0147021
1096,0.0146382
1097,0.0145365
1098,0.0612595
1099,0.0145732
1100,0.0684655
1101,0.0149923
1102,0.118659
1103,0.0577508
1104,0.116218
1105,0.131348
1106,0.102997
1107,0.108258
1108,0.0245849
1109,0.0152504
1110,0.0147727
1111,0.0152044
1112,0.0546402
1113,0.0778564
1114,0.0152426
1115,0.014754
1116,0.0146402
1117,0.0146033
1118,0.0932901
1119,0.018749
1120,0.0165727
1121,0.280372
1122,0.0589264
1123,0.201401
1124,0.11102
1125,0.0155503
1126,0.0246374
1127,0.0605749
1128,0.29706
1129,0.0166015
1130,0.0181392
1131,0.0155983
1132,0.0152215
1133,0.0147416
1134,0.0147832
1135,0.0147548
1136,0.0587402
1137,0.124574
1138,0.0148867
1139,0.0239028
1140,0.0185474
1141,0.0158529
1142,0.0152459
1143,0.0968215
1144,0.0154621
1145,0.0553941
1146,0.0267282
1147,0.0160082
1148,0.0146745
1149,0.10577
1150,0.10902
1151,0.0236281
1152,0.0245599
1153,0.0145745
1154,0.0290523
1155,0.059099
1156,0.0145801
1157,0.0151906
1158,0.103498
1159,0.0154132
1160,0.110937
1161,0.137417
1162,0.0149443
1163,0.0265617
1164,0.0166308
1165,0.0161317
1166,0.0650646
1167,0.0151795
1168,0.0151866
1169,0.0251249
1170,0.0150463
1171,0.226113
1172,0.0159306
1173,0.054659
1174,0.0971009
1175,0.0238939
1176,0.0149265
1177,0.0159093
1178,0.0147509
1179,0.0183745
1180,0.0238568
1181,0.015402
1182,0.0145391
1183,0.138507
1184,0.0167941
1185,0.0156595
1186,0.014494
1187,0.0146665
1188,0.0146065
1189,0.05699
1190,0.0159264
1191,0.0158226
1192,0.0151049
1193,0.0797174
1194,0.141618
1195,0.0150223
1196,0.015732
1197,0.0167471
1198,0.0176348
1199,0.0146726
1200,0.0146979
1201,0.108155
1202,0.0164805
1203,0.0145527
1204,0.0144794
1205,0.0158053
1206,0.0171305
1207,0.0144875
1208,0.025335
1209,0.142466
1210,0.0150675
1211,0.0149524
1212,0.0642349
1213,0.0145529
1214,0.0150217
1215,0.0155167
1216,0.014718
1217,0.0155933
1218,0.0170044
1219,0.15829
1220,0.0152979
1221,0.0152665
1222,0.0147767
1223,0.0145259
1224,0.0275603
1225,0.0253096
1226,0.0146097
1227,0.0528575
1228,0.106229
1229,0.014579
1230,0.0245028
1231,0.0145921
1232,0.0148055
1233,0.0145482
1234,0.132588
1235,0.0246076
1236,0.0597574
1237,0.014641
1238,0.0265701
1239,0.159663
1240,0.0244043
1241,0.0148591
1242,0.0277027
1243,0.0147852
1244,0.0146147
1245,0.0145682
1246,0.0155588
1247,0.103678
1248,0.257843
1249,0.0146254
1250,0.0146013
1251,0.0146869
1252,0.028889
1253,0.159377
1254,0.0153441
1255,0.0564744
1256,0.0147364
1257,0.0530927
1258,0.0551715
1259,0.0168157
1260,0.0156889
1261,0.0563446
1262,0.0148754
1263,0.0150081
1264,0.0147762
1265,0.0233079
1266,0.0154694
1267,0.0264193
1268,0.0155987
1269,0.0155396
1270,0.108692
1271,0.0729634
1272,0.0147291
1273,0.0162407
1274,0.118875
1275,0.02983
1276,0.0306311
1277,0.0174715
1278,0.0151786
1279,0.0171255
1280,0.0545765
1281,0.107239
1282,0.0563245
1283,0.0163813
1284,0.0148408
1285,0.0990839
1286,0.10934
1287,0.0290697
1288,0.187033
1289,0.145191
1290,0.0542052
1291,0.0147092
1292,0.0152204
1293,0.231929
1294,0.0148877
1295,0.0149684
1296,0.105523
1297,0.0144827
1298,0.014995
1299,0.0149391
1300,0.0151705
1301,0.0145726
1302,0.0970861
1303,0.0151057
1304,0.0269603
1305,0.0147136
1306,0.0182465
1307,0.0270284
1308,0.175221
1309,0.0166731
1310,0.141603
1311,0.0600063
1312,0.014996
1313,0.0638351
1314,0.0145981
1315,0.371352
1316,0.0242317
1317,0.0583927
1318,0.0642399
1319,0.118092
1320,0.0564627
1321,0.06003
1322,0.221782
1323,0.0145081
1324,0.0151792
1325,0.0164531
1326,0.0165308
1327,0.0145687
1328,0.014556
1329,0.0152618
1330,0.0147584
1331,0.0239923
1332,0.0146156
1333,0.01585
1334,0.0149516
1335,0.0594741
1336,0.102787
1337,0.0626752
1338,0.0163736
1339,0.0567979
1340,0.0148883
1341,0.138562
1342,0.059601
1343,0.124543
1344,0.0155262
1345,0.016066
1346,0.014601
1347,0.0146477
1348,0.0162579
1349,0.146123
1350,0.0150224
1351,0.0556522
1352,0.0560541
1353,0.105467
1354,0.0576196
1355,0.0
1356,0.12803
1357,0.0572885
1358,0.0161757
1359,0.0152262
1360,0.0159281
1361,0.014622
1362,0.0156758
1363,0.0215655
1364,0.0653066
1365,0.0154138
1366,0.0145767
1367,0.0145356
1368,0.0553145
1369,0.0148575
1370,0.10675
1371,0.0149506
1372,0.0307466
1373,0.0579032
1374,0.0152001
1375,0.0159368
1376,0.109546
1377,0.0145446
1378,0.0169406
1379,0.0574109
1380,0.0179808
1381,0.0734484
1382,0.0634467
1383,0.0146787
1384,0.0159787
1385,0.0167952
1386,0.0592509
1387,0.099279
1388,0.0155545
1389,0.0146262
1390,0.0170672
1391,0.0153832
1392,0.0146458
1393,0.0646404
1394,0.0145326
1395,0.0146806
1396,0.0600227
1397,0.0225152
1398,0.0162389
1399,0.0160434
1400,0.0174659
1401,0.111377
1402,0.0145507
1403,0.0147393
1404,0.0159696
1405,0.0151069
1406,0.0162733
1407,0.223065
1408,0.0166807
1409,0.0560041
1410,0.0146654
1411,0.02429
1412,0.0183352
1413,0.0154957
1414,0.0189341
1415,0.0689946
1416,0.0148642
1417,0.0145785
1418,0.107683
1419,0.0570365
1420,0.0182424
1421,0.0157648
1422,0.014514
1423,0.108256
1424,0.016354
1425,0.0282477
1426,0.016279
1427,0.0147472
1428,0.0152133
1429,0.0559484
1430,0.0264503
1431,0.0154855
1432,0.0148172
1433,0.0148098
1434,0.0144984
1435,0.0148501
1436,0.0156499
1437,0.27058
1438,0.014578
1439,0.0
1440,0.289387
1441,0.0156986
1442,0.0173548
1443,0.0149256
1444,0.0149197
1445,0.0240656
1446,0.00745264
1447,0.0145167
1448,0.0275619
1449,0.0165503
1450,0.0265426
1451,0.1052
1452,0.0154852
1453,0.0145663
1454,0.101862
1455,0.0577661
1456,0.0786087
1457,0.0155496
1458,0.0591575
1459,0.13834
1460,0.0144759
1461,0.111873
1462,0.0154006
1463,0.0997606
1464,0.0156581
1465,0.167056
1466,0.0145056
1467,0.0146502
1468,0.0189503
1469,0.0146674
1470,0.0153077
1471,0.055335
1472,0.0637245
1473,0.0155399
1474,0.0
1475,0.0171078
1476,0.0152273
1477,0.0246215
1478,0.0146348
1479,0.0147319
1480,0.0162216
1481,0.0239595
1482,0.0150572
1483,0.0299979
1484,0.0955511
1485,0.144632
1486,0.0150023
1487,0.067129
1488,0.015229
1489,0.0145101
1490,0.0173805
1491,0.0157121
1492,0.0145081
1493,0.0165226
1494,0.0541692
1495,0.0147938
1496,0.0145276
1497,0.0247068
1498,0.0148349
1499,0.0653291
1500,0.014747
1501,0.014746
1502,0.0626774
1503,0.12158
1504,0.0145161
1505,0.0169273
1506,0.014479
1507,0.202514
1508,0.0177529
1509,0.0157881
1510,0.197264
1511,0.0585261
1512,0.0145277
1513,0.104096
1514,0.0542661
1515,0.0151754
1516,0.0171825
1517,0.0213455
1518,0.021409
1519,0.0188933
1520,0.0952574
1521,0.0150717
1522,0.01539
1523,0.0162166
1524,0.106358
1525,0.0148845
1526,0.0236034
1527,0.0174231
1528,0.0145294
1529,0.0543946
1530,0.0984956
1531,0.0207176
1532,0.062859
1533,0.0162351
1534,0.0579165
1535,0.0151633
1536,0.954428
1537,0.0152837
1538,0.0156607
1539,0.0145261
1540,0.0618482
1541,0.0155417
1542,0.0159269
1543,0.0151883
1544,0.0157776
1545,0.016115
1546,0.0254342
1547,0.0147231
1548,0.0152169
1549,0.0175568
1550,0.189738
1551,0.0149457
1552,0.0157082
1553,0.0583958
1554,0.0162332
1555,0.0671855
1556,0.0144867
1557,0.104984
1558,0.0166011
1559,0.0147471
1560,0.0155295
1561,0.0146117
1562,0.0146729
1563,0.0591845
1564,0.0247761
1565,0.0146109
1566,0.180349
1567,0.0155796
1568,0.0150293
1569,0.0163427
1570,0.0147669
1571,0.0153523
1572,0.0155793
1573,0.0155914
1574,0.0274453
1575,0.0961579
1576,0.12247
1577,0.0249804
1578,0.0153261
1579,0.0145926
1580,0.0162789
1581,0.0148774
1582,0.113911
1583,0.0171202
1584,0.111127
1585,0.0152013
1586,0.016317
1587,0.0144997
1588,0.0607752
1589,0.0811579
1590,0.178553
1591,0.186686
1592,0.0148694
1593,0.0153253
1594,0.0579582
1595,0.0145624
1596,0.138126
1597,0.0540634
1598,0.0152417
1599,0.0544173
1600,0.0144967
1601,0.0145424
1602,0.0177247
1603,0.0157596
1604,0.0993246
1605,0.17174
1606,0.179539
1607,0.0152465
1608,0.0155078
1609,0.0163179
1610,0.0269665
1611,0.064746
1612,0.0149789
1613,0.0160155
1614,0.0148897
1615,0.0164609
1616,0.014868
1617,0.135016
1618,0.014679
1619,0.0147281
1620,0.24396
1621,0.0152317
1622,0.160264
1623,0.0246124
1624,0.070951
1625,0.0147768
1626,0.0172845
1627,0.0163435
1628,0.0163825
1629,0.058253
1630,0.0150731
1631,0.0159822
1632,0.015183
1633,0.0145717
1634,0.0390603
1635,0.0157909
1636,0.104582
1637,0.0145766
1638,0.0256611
1639,0.128065
1640,0.0567364
1641,0.25792
1642,1.12337
1643,0.0653751
1644,0.0148059
1645,0.0145455
1646,0.0148388
1647,0.0145665
1648,0.0163078
1649,0.100902
1650,0.0691743
1651,0.0282198
1652,0.189897
1653,0.0155757
1654,0.0147153
1655,0.0609591
1656,0.0965778
1657,0.254403
1658,0.0159953
1659,0.0150374
1660,0.014728
1661,0.0245684
1662,0.0145691
1663,0.017309
1664,0.0166374
1665,0.0152789
1666,0.0145797
1667,0.0963168
1668,0.0147301
1669,0.0149075
1670,0.0180062
1671,0.0253326
1672,0.0145787
1673,0.0280809
1674,0.0661365
1675,0.0558119
1676,0.0153452
1677,0.214272
1678,0.0150571
1679,0.138586
1680,0.0144979
1681,0.0150794
1682,0.106038
1683,0.0967417
1684,0.0148875
1685,0.020774
1686,0.0545054
1687,0.0245232
1688,0.176822
1689,0.0951911
1690,0.0149735
1691,0.0152939
1692,0.0146228
1693,0.0155889
1694,0.0164845
1695,0.0153836
1696,0.0154109
1697,0.0157256
1698,0.0563408
1699,0.0150659
1700,0.163984
1701,0.0163888
1702,0.0154122
1703,0.0160713
1704,0.0153692
1705,0.0154013
1706,0.0161429
1707,0.109579
1708,0.0274142
1709,0.106139
1710,0.0162355
